phish_attachment,phish_link,social_contact,macro_exec,powershell_exec,signed_binary_proxy,dll_sideload,scheduled_task,new_service,credential_access,valid_accounts_use,smb_lateral,rdp_lateral,ssh_lateral,network_discovery,defense_evasion,packed_payload,c2_beaconing,cloud_exfil,crypto_targeting,failed_login_burst,outbound_conn_count,rare_parent_child_score,offhours_activity_score,archive_attachment_kb,script_chain_depth,target
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,9,0.132,0.205,229,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0.224,0.122,313,2,0
0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,10,0.188,0.178,144,1,0
1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,4,26,0.831,0.656,1997,5,1
1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,8,27,0.186,0.15,716,4,1
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,13,0.337,0.207,988,1,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,19,0.27,0.072,751,3,0
1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,3,20,0.627,0.493,2394,3,1
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7,15,0.24,0.136,699,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,0.202,0.468,728,3,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,20,0.18,0.418,300,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,13,0.401,0.118,510,1,0
1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,6,19,0.709,0.273,842,1,0
1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,5,25,0.561,0.837,565,5,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0.459,0.312,595,2,0
1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,2,28,0.782,0.726,1610,5,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,19,0.436,0.208,721,1,0
1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,7,22,0.708,0.696,1950,2,1
0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,16,0.215,0.381,721,3,0
1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,3,25,0.645,0.746,421,6,1
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,3,20,0.419,0.041,811,2,0
1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,2,12,0.263,0.731,844,2,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,20,0.478,0.582,219,1,0
1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,11,29,0.369,0.338,739,6,1
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,10,0.257,0.367,544,1,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,19,0.423,0.327,233,1,0
0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,15,0.158,0.434,451,3,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,5,14,0.226,0.16,745,3,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,5,0.144,0.33,137,3,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11,0.365,0.383,789,3,0
1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,10,15,0.841,0.417,957,4,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,14,0.172,0.095,777,2,0
0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,9,23,0.704,0.878,521,6,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,10,0.162,0.588,719,1,0
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0.033,0.277,958,1,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0.476,0.039,223,2,0
0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,10,24,0.409,0.688,2333,3,1
0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,12,0.627,0.143,418,2,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4,16,0.141,0.146,483,3,0
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,21,0.127,0.434,789,3,0
0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,15,0.407,0.325,243,1,0
0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,6,13,0.471,0.161,896,3,0
0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,17,0.563,0.183,967,2,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,16,0.416,0.384,332,1,0
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,6,14,0.219,0.161,809,3,0
0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,9,19,0.753,0.831,1743,7,1
0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,5,9,0.235,0.264,819,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,0.079,0.359,940,3,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0.245,0.302,632,1,0
0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,15,0.217,0.101,264,1,0
0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,10,23,0.853,0.875,1492,7,1
0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,14,0.032,0.399,97,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,15,0.275,0.103,503,1,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,6,9,0.276,0.376,951,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,15,0.154,0.108,503,1,0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,14,0.451,0.174,936,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,11,0.209,0.271,114,1,0
0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,10,15,0.406,0.765,290,4,1
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,24,0.078,0.454,743,2,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0.25,0.059,329,1,0
1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,2,15,0.351,0.07,310,2,0
1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,5,11,0.364,0.412,101,2,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9,0.081,0.224,514,2,0
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,4,11,0.655,0.791,596,1,0
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,6,13,0.337,0.556,225,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,13,0.145,0.179,885,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,17,0.15,0.533,571,2,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,11,0.08,0.104,147,3,0
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,13,0.24,0.176,82,2,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,15,0.383,0.275,386,3,0
1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,6,15,0.595,0.518,1337,4,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,4,18,0.979,0.427,945,7,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,9,0.157,0.619,704,3,0
1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,26,0.464,0.403,984,2,0
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,12,0.515,0.359,479,3,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,11,0.334,0.541,733,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0.446,0.096,331,2,0
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,11,0.279,0.206,671,2,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,4,13,0.046,0.393,845,2,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,15,0.264,0.468,189,2,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,17,0.642,0.293,360,1,0
1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,15,0.156,0.391,288,2,0
1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,6,28,0.859,0.353,724,2,1
1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,4,11,0.283,0.22,484,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,7,0.128,0.097,323,3,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,11,0.66,0.232,239,3,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0.098,0.487,659,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,12,0.367,0.257,894,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,10,0.62,0.168,425,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,18,0.584,0.069,661,2,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,13,0.186,0.066,333,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,11,0.296,0.202,87,1,0
1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,5,23,0.9,0.97,381,2,1
1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,10,0.173,0.138,189,1,0
0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,6,21,0.79,0.859,282,4,1
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,18,0.627,0.493,151,3,0
1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,5,19,0.745,0.476,1086,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,13,0.259,0.118,543,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,9,0.018,0.057,125,2,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,3,22,0.872,0.532,1988,2,1
1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,4,19,0.489,0.168,1587,2,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,18,0.117,0.176,550,3,0
1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,9,24,0.662,0.597,2014,4,1
0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,7,20,0.689,0.773,2099,4,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,13,0.297,0.224,878,1,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0.334,0.423,213,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,11,0.342,0.38,787,2,0
1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,9,0.02,0.172,199,3,0
1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,6,27,0.767,0.812,1545,3,1
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6,17,0.514,0.267,591,3,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.187,0.089,238,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,15,0.452,0.117,378,2,0
0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,7,21,0.846,0.486,967,2,1
0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,5,17,0.841,0.592,1463,2,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,0.143,0.24,648,2,0
1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,2,19,0.805,0.635,1366,4,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,10,0.294,0.44,437,1,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,13,0.175,0.308,437,2,0
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2,13,0.105,0.463,881,2,0
1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,3,20,0.666,0.813,1225,6,1
0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,12,18,0.355,0.896,2055,7,1
1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,6,19,0.819,0.76,1342,4,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,0.264,0.173,816,2,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,0.56,0.483,107,3,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,8,0.095,0.081,786,1,0
1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,7,27,0.804,0.71,901,5,1
0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5,10,0.157,0.13,795,2,0
1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,7,27,0.783,0.381,1842,3,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,12,0.05,0.216,298,1,0
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,18,0.25,0.121,594,3,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,8,0.573,0.185,324,1,0
1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,11,0.199,0.162,255,2,0
1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,3,23,0.882,0.322,2018,3,1
1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,12,21,0.845,0.443,1958,5,1
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,14,0.307,0.185,852,3,0
1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,4,17,0.697,0.246,1596,6,1
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,10,0.025,0.096,281,1,0
0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,2,15,0.258,0.228,112,2,0
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,7,17,0.588,0.651,1572,7,1
0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,3,10,0.012,0.313,571,2,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,5,18,0.097,0.019,935,2,0
1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,4,24,0.564,0.727,2394,4,1
0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,5,25,0.541,0.834,1968,7,1
1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,4,18,0.596,0.237,1506,5,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,14,0.207,0.26,976,3,0
1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,8,22,0.824,0.805,2154,7,1
1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,5,23,0.842,0.807,554,3,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,14,0.152,0.523,805,3,0
1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,14,0.212,0.292,464,1,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,8,29,0.803,0.682,1170,7,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,12,0.442,0.214,616,1,0
0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,11,0.049,0.168,472,2,0
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,18,0.179,0.731,279,2,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,17,0.331,0.178,658,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,0.284,0.302,425,2,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,5,15,0.347,0.336,855,1,0
1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,11,0.455,0.099,602,1,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,10,0.176,0.184,216,1,0
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,4,27,0.83,0.881,263,7,1
1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,4,11,0.34,0.213,295,1,0
0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,2,23,0.721,0.712,2115,2,1
0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,12,0.214,0.209,840,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,0.303,0.091,987,3,0
1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,8,22,0.927,0.452,809,3,1
0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,7,23,0.787,0.657,2098,4,1
1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,3,11,0.041,0.497,458,3,0
1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,8,22,0.766,0.788,540,2,1
1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,13,0.678,0.123,647,2,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0.472,0.247,858,1,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,13,0.751,0.098,659,2,0
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,3,10,0.406,0.365,545,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0.371,0.443,683,2,0
1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,19,0.064,0.4,141,1,0
0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,9,24,0.751,0.912,1063,7,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,10,0.429,0.247,137,2,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,13,0.169,0.312,776,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,5,10,0.181,0.287,404,1,0
1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,13,0.245,0.426,270,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,6,0.161,0.537,305,2,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,13,0.373,0.484,537,3,0
0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,7,30,0.756,0.559,127,2,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,0.375,0.091,875,3,0
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,8,0.315,0.4,599,3,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,16,0.049,0.637,193,1,0
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,3,17,0.373,0.063,746,2,0
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,12,0.581,0.353,450,1,0
1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,5,22,0.441,0.336,1644,5,1
1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,7,18,0.763,0.771,651,2,1
1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,3,19,0.822,0.45,700,2,1
0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,8,19,0.311,0.261,808,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6,17,0.282,0.183,121,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,12,0.108,0.292,106,3,0
0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,6,23,0.937,0.814,463,4,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10,0.216,0.222,805,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,15,0.343,0.33,933,1,0
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,16,0.26,0.145,686,3,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,17,0.458,0.317,123,2,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,17,0.362,0.555,481,2,0
0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,4,26,0.515,0.499,2159,5,1
0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,10,0.265,0.303,991,2,0
0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,10,19,0.844,0.909,916,2,1
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7,16,0.07,0.171,565,3,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,14,0.219,0.145,595,3,0
0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,6,26,0.497,0.941,2261,5,1
1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,9,21,0.621,0.662,491,4,1
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14,0.365,0.047,347,1,0
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,7,25,0.871,0.659,1167,2,1
0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,8,24,0.623,0.681,212,7,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0.138,0.096,549,2,0
1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,3,17,0.6,0.674,785,5,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,12,0.133,0.611,370,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0.256,0.105,97,1,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,14,0.409,0.305,482,2,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,6,16,0.196,0.495,474,1,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,15,0.429,0.272,536,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,9,0.197,0.529,286,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,17,0.362,0.196,727,1,0
0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,11,27,0.847,0.65,515,2,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,10,0.259,0.448,399,3,0
1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,6,28,0.76,0.813,2354,5,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,20,0.151,0.431,685,3,0
0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,10,0.371,0.441,172,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,13,0.099,0.226,779,2,0
1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,20,0.669,0.497,1186,2,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,17,0.297,0.097,165,3,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,15,0.1,0.246,581,2,0
1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,6,19,0.915,0.501,1824,2,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2,11,0.418,0.129,955,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,9,10,0.165,0.465,725,3,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0.407,0.137,104,3,0
1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,0.032,0.421,492,1,0
0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,7,22,0.75,0.59,1637,4,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,0.251,0.08,442,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,11,0.291,0.194,529,3,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,11,0.171,0.136,820,1,0
0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2,16,0.239,0.162,773,2,0
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,11,0.271,0.476,105,2,0
